title,content,tokens
Page 217,"202 T h e H a p p i n eHsy p o t h e s i s In the most direct test of this catalyst hypothesis, Walter Pahnke ,39a physician working on a dissertation in theology, brought twenty graduate students in theology into a room below the chapel at Boston University on Good Friday 1962. He gave ten of the students 30 milligrams of psilocy­ bin; the other ten were given identical-looking pills containing vitamin B5 (nicotinic acid), which creates feelings of tingles and flushing on the skin. The vitamin B5 is what’sknown as an active placebo: It creates real bodily feelings, so if the beneficial effects of psilocybin were just placebo effects, the control group would have good reason to show them. Over the next few hours, the whole group listened (via speakers) to the Good Friday service going on in the chapel upstairs. Nobody, not even Pahnke, knew who had taken which pill. But two hours after the pills were taken, there could be no doubt. Those who had taken the placebo were the first to feel some­ thing happening, and they assumed they had gotten the psilocybin. But nothing else happened. Half an hour later, the other students began an ex­ perience that many later described as one of the most important in their lives. Pahnke interviewed them after the drug wore off, and again a week later, and again six months later. He found that most of the people in the psilocybin group reported most of the nine features of mystical experience he had set out to measure. The strongest and most consistent effects in­ cluded feelings of unity with the universe, transcendence of time and space, joy, a difficulty putting the experience into words, and a feeling of having been changed for the better. Many reported seeing beautiful colors and patterns and having profound feelings of ecstasy, fear, and awe. Awe is the emotion of self-transcendence. My friend Dacher Keltner, an expert on emotipn at the University of California at Berkeley, proposed to me a few years ago that we review the literature on awe and try to make sense of it ourselves. We found 40 that scientific psychology had almost nothing to say about awe. It can’t be studied in other animals or created easily in the lab, so it doesn’t lend itself to experimental research. But philosophers, sociologists, and theologians had a great deal to say about it. As we traced the word ""awe” back in history, we discovered that it has al­ ways had a link to fear and submission in the presence of something much greater than the self. It’s only in very modern times—in our de-sacralized world, perhaps—that awe has been reduced to surprise plus approval, and",579
Page 218,"Divinity With or Without God 203 Ihe word “awesome,” much used by American teenagers, has come to mean little more than ""double-plus good” (to use George Orwells term I'rom 1984). Keltner and I concluded that the emotion of awe happens when two conditions are met: a person perceives something vast (usually physicallyvast, but sometimes conceptuallyvast, such as a grand theory; or sociallyvast, such as great fame or power); and the vast thing cannot be ac­ commodated by the persons existing mental structures. Something enor­ mous cant be processed, and when people are stumped, stopped in their cognitive tracks while in the presence of something vast, they feel small, powerless, passive, and receptive. They often (though not always) feel fear, admiration, elevation, or a sense of beauty as well. By stopping people and making them receptive, awe creates an opening for change, and this is why awe plays a role in most stories of religious conversion. We found a prototype of awe—a perfect but extreme case—in the dra­ matic climax of the Bhagavad Gita. The Gita is an episode within the much longer story of the Mahabharata, an epic work about a war between two branches of an Indian royal family. As the hero of the story, Arjuna, is about to lead his troops into battle, he loses his nerve and refuses to fight. He does not want to lead his kinsmen into slaughter against his kinsmen. The Gita is the storyof how Krishna (a form ofthe godVishnu) persuadesAijuna that he must lead his troops into battle. In the middle of the battlefield, with troops arrayed on both sides, Krishna gives a detailed and abstract theological lec- ture on the topic of dharma—the moral law of the universe. Aijuna sdharma requires that he fight and win this war. Not surprisingly (given the weakness of reason when it comes to motivating action), Arjuna is unmoved. Aijuna asks Krishna to show him this universe of which he speaks. Krishna grants Arjunas request and gives him a cosmic eye that allows him to see God and the universe as they really are. Aijuna then has an experience that sounds to modern readers like an LSD trip. He sees suns, gods, and infinite time. He is IIIled with amazement. His hair stands on end. He is disoriented and con­ fused, unable to comprehend the wonders he is seeing. I don’t know whether I'.dwin Abbot read the Bhagavad Gita, but the squares experience in Space- land is exactly likeArjuna’s.Arjuna is clearly in a state of awe when he says, ""Things never before seen have I seen, and ecstatic is my joy; yet fear-and- hnnbling perturb my mind .”4When the cosmic eye is removed andAijuna",620
Page 219,"2 0 4 T h e H a p p i n e H y p o t h e s i s comes “down”from his trip, he does just what the square did: He prostrates himself before the God who enlightened him, and he begs to serve. Krishna commandsArjuna tobe loyal to him, and to cut offall other attachments. Ar­ juna gladlyobeys, and, from then on, he honors Krishnas commands. Aijunas experience is extreme—the stuff of scripture; yet many people have had a spiritually transformative experience that included many of the same elements. In what is still the greatest work on the psychology of reli­ gion, William James analyzed the Varieties of religious experience ,”42in­ cluding rapid and gradual religious conversions and experiences with dru^s and nature. James found such extraordinary similarity in the reports of these experiences that he thought theyrevealed deep psychological truths. One of the deepest truths, James said, was that we experience life as a divided self, torn by conflicting desires. Religious experiences are real and common, whether or not God exists, and these experiences often make people feel whole and at peace. In the rapid type of conversion experience (such as those ofAijuna and the square), the old self, full of petty concerns, doubts, and grasping attachments, is washed away in an instant, usually an instant ofprofound awe. People feel reborn and often remember the exact time and place of this rebirth, the moment they surrendered their will to a higher power and were granted direct experience of deeper truth. After such re­ birth, fear and worry are greatly diminished and the world seems clean, new, and bright. The self is changed in ways that any priest, rabbi, or psy­ chotherapist would call miraculous. James described these changes: The man who lives in his religious centre of personal energy, and is actu­ ated by spiritual enthusiasms, differs from his previous carnal self in per­ fectlydefinite ways. The newardorwhich bums in his breast consumes in its glow the lower “noes” which formerly beset him, and keeps him im­ mune against infection from the entire groveling portion of his nature. Magnanimities once impossible are now easy; paltryconventionalities and mean incentives once tyrannical hold no sway. The stone wall inside of him has fallen, the hardness in his heart has broken down. The rest of us can, I think, imagine this by recalling our state of feeling in those tempo­ rary“melting moods”into which either the trials ofreal life, or the theatre, or a novel sometimes throw us. Especially if we weep! For it is then as if",575
Page 220,"Divinity With or Without God 205 our tearsbroke throughan inveterateinner dam, and let all sortsofancient peccancies and moral stagnancies drain away, leaving us now washed and soft ofheart and open toeverynobler leading.43 James’s “melting moods” are strikingly similar to the feelings of elevation described byJefferson and by David Whitford. Atheists may protest that they, too, can have many of the same experi­ ences without God. The psychologist who took such secular experiences se­ riously was Abraham Maslow, Harry Harlow’s first graduate student and a founder of humanistic psychology. Maslow collected reports of what he called “peak experiences”—those extraordinary self-transcendent moments that feel qualitatively different from ordinary life. In a small gem of a book, Religions, Values, and PeakExperiences,44 Maslow listed twenty-five common features of peak experiences, nearly all of which can be found somewhere in William James. Here are some: The universe is perceived as a unified whole where everything is accepted and nothing is judged or ranked; egocentrism nnd goal-striving disappear as a person feels merged with the universe (and often with God); perceptions of time and space are altered; and the person is flooded with feelings ofwonder, awe,joy, love, and gratitude. Maslow’s goal was to demonstrate that spiritual life has a naturalistic meaning, that peak experiences are abasic fact about the human mind. In all eras and all cultures, many people have had these experiences, and Maslow suggested that all religions are based on the insights of somebody's peak ex­ perience. Peak experiences make people nobler, just as Janies had said, and religions were created as methods of promoting peak experiences and then maximizing their ennobling powers. Religions sometimes lose touch with (heir origins, however; they are sometimes taken over by people who have not had peak experiences—the bureaucrats and company men who want to routinize procedures and guard orthodoxyfor orthodoxy’ssake. This, Maslow sjiid, is why many young people became disenchanted with organized reli­ gion in the mid-twentieth-century, searching instead for peak experiences in psychedelic drugs, Eastern religions, and new forms of Christian worship. Maslow’s analysis probably does not shock you. It makes sense as a secular psychological explanation of religion. But what is most surprising m Religions, Values, and Peak Experiences is Maslow’sattack on science for",527
Page 221,"206 T h e H a p p i n e H y p o t h e s i s becoming as sterile as organized religion. The historians of science Lorraine Daston and Katherine Park 45 later documented this change. They showed that scientists and philosophers had traditionally held an attitude of wonder toward the natural world and the objects of their inquiry. But in the late six­ teenth century, European scientists began to look down on wonder; they be­ gan to see it as the mark of a childish mind, whereas the mature scientist went about coolly cataloging the laws of the world. Scientists may tell us in their memoirs about their private sense of wonder, but the everyday world of the scientist is one that rigidly separates facts from values and emotions. Maslow echoed Eliade in claiming that science has helped to de-sacralize the world, that it is devoted to documenting only what is, rather than what isgood orwhat is beautiful One might object that there is an academic divi­ sion of labor; the good and the beautiful are the province of the humanities, not of the sciences. Maslow charged, however, that the humanities had ab­ dicated their responsibility with their retreat to relativism, their skepticism about the possibility of truth, and their preference for novelty and icono- clasm over beauty. He founded humanistic psychology in part to feed the widespread hunger for knowledge about values and to investigate the sort of truth people glimpse in peak experiences. Maslow did not believe religions were literally true (as actual accounts of God and creation), but he thought they were based on the most important truths of life, and he wanted to unite those truths-with the truths of science. His goal was nothing less than the reformation of education and, therefore, of society: “Education must be seen as at least partially an effort to produce the good human being, to fos­ ter the good life and the good society.”46 T h e S a t a n i c S e l f The self is one of the great paradoxes of human evolution. Like the fire stolen by Prometheus, it made us powerful but exacted a cost. In The Curse of the Self47the social psychologist Mark Leary points out that many other animals can think, but none, so far as we know, spend much time thinking about themselves. Only a few other primates (and perhaps dolphins) can",492
Page 222,"Divinity With or Without God 207 even learn that the image in a mirror belongs to them .48Only a creature with language ability has the mental apparatus to focus attention on the self, to Ihink about the self’sinvisible attributes and long term goals, to create a nar­ rative about that self, and then to react emotionally to thoughts about that narrative. Leary suggests that this ability to create a self gave our ancestors many useful skills, such as long-term planning, conscious decision making and self-control, and the ability to see other people’s perspectives. Because these skills are all important for enabling human beings to work closely to­ gether on large projects, the development of the self may have been crucial lo the development of human ultrasociality. But by giving each one of us an inner world, aworld full of simulations, social comparisons, and reputational concerns, the self also gave each one of us a personal tormenter. We all now live amid a whirlpool of inner chatter, much of which is negative (threats loom larger than opportunities), and most of which is useless. It is important to note that the selfis not exactly the rider—much of the selfis unconscious and automatic—but because the self emerges from conscious verbal think­ ing and storytelling, it can be constructed only by the rider. Leary’s analysis shows why the self is a problem for all major religions: The self is the main obstacle to spiritual advancement, in three ways. First, the constant stream of trivial concerns and egocentric thoughts keeps people locked in the material and profane world, unable to perceive sacredness and divinity. This is why Eastern religions relyheavily on meditation, an effective means of quieting the chatter of the self. Second, spiritual transformation is essentially the transformation of the self, weakening it, pruning it back—in some sense, killing it—and often the self objects. Give up my possessions and the prestige they bring? No way! Love my enemies, after what they did lo me? Forget about it. And third, following a spiritual path is invariably hard work, requiring years of meditation, prayer, self-control, and sometimes self- denial. The self does not like to be denied, and it is adept at finding reasons (o bend the rules or cheat. Many religions teach that egoistic attachments to pleasure and reputation are constant temptations to leave the path of virtue. Ina sense, the selfis Satan, or, at least, Satan’sportal. For all these reasons, the self is a problem for the ethic of divinity. The hig greedy self is like a brick holding down the soul. Only by seeing the self",547
Page 223,"2 0 8 T h e H a p p i n e H y p o t h e s i s in this way, I believe, can one understand and even respect the moral moti­ vations of those who want to make their society conform more closely to the particular religion they follow F l a t l a n da n d t h e C u l t u r e W a r Humor helps people cope with adversity, and after George W. Bush re­ ceived a majority of the votes in the U.S. presidential election of 2004, 49 percent of Americans had a lot of coping to do. Many people in the “blue states” (those where a majority voted for John Kerry, shown on all electoral maps in blue) could not understand why people in the “red states” sup­ ported Bush and his policies. Liberals posted maps of the United States on the Internet that showed the blue states (all in the Northeast, the upper Midwest, and along the West coast) labeled “United States of America”; the red states (almost the whole interior and south of the nation) were la­ beled “Jesusland.” Conservatives countered with their own map in which the blue states were labeled “New France,” but I think a more accurate parody, from the rights point of view, might have been to call the blue states “Selfland.” I am not suggesting that people who voted for John Kerry are any more selfish than those who voted for George Bush—indeed, the taxation and so­ cial policies of the twocandidates suggestjust the opposite. But I am trying to understand the mutual incomprehension of the two sides in the culture war, and I believe that Shweders three ethics—particularly the ethic of divinity—are the key to it. Which of the following quotations inspires you more: ( 1 ) “Self-esteem is the basis of any democracy”; ( 2) “Its not all about you.”The first is attrib­ uted to Gloria Steinem ,49a founder of the feminist movement in the 1970s. It claims that sexism, racism, and oppression make particular groups of people feel unworthy and therefore undermine their participation in de­ mocracy. This quote also reflects the core idea of the ethic of autonomy: In­ dividuals are what really matter in life, so the ideal society protects all individuals from harm and respects their autonomy and freedom of choice. The ethic of autonomy is well suited to helping people with different back­",519
Page 224,"Divinity With or Without God 209 grounds and values get along with each other because it allows each person to pursue the life she chooses, as long as those choice^ don't interfere with (he rights of others. The second quote is the opening line of the worlds biggest-selling book in 2003 and 2004, The Purpose Driven Life by Rick Warren ,50a guide for finding purpose and meaning through faith in Jesus Christ and the revela- Iion of the Bible. From Warrens perspective, the self is the cause of our problems and therefore efforts to raise childrens self-esteem directly with iiwards, praise, and exercises to make them feel “special”are positively evil. The core idea of the ethic of divinity is that each person has divinity inside, so the ideal society helps people live in a way consistent with that divinity. What an individual desires is not particularly important— many desires come from the carnal self. Schools, families, and the media should all work together to help children overcome their sense of self and entitlement and live instead in the way Christ intended. Many of the keybattles in theAmerican culture war are essentially about whether some aspect of life should be structured by the ethic of autonomy or by the ethic of divini.51(The ethic of community, which stresses the im­ portance of the group over that of the individual, tends to be allied with the cthic of divinity). Should there4>eprayer in schools? Should the Ten Com­ mandments be posted in schools and courthouses? Should the phrase “un­ der God”be struck from theAmerican pledge of allegiance? Liberals usually want to keep religion out of public life so that people cannot be forced to participate against their will, but religious conservatives want schools and courthouses re-sacralized. They want their children to live in a (particular) three-dimensional world, and if the schools wont provide it, they some­ times turn to home-schooling instead. Should people be allowed to use birth control, abortion, reproductive technologies, and assisted suicide as they please? It depends on whether your goal is to empower people to manage some of the most important choices of their lives, orwhether you think all such decisions must be made by God. If the book title Our Bodies, Ourselves sounds like a noble act of de- fInnee toyou, you will support peoples rights to choose their own sexual ac­ tivities and to modify their bodies as they please. But if you believe that ""(Joel prescribed every single detail of your bod,”52as Warren writes in The",536
Page 225,"210 T h e H a p p i n e H y p o t h e s i s Purpose Driven Life, you will probably be offended by sexual diversity and by body modifications such as piercings and plastic surgery. My students and I have interviewed political liberals and conservatives about sexual morality,53and about body modifications ,54and in both studies we found that liberals were much more permissive and relied overwhelmingly on the ethic of autonomy; conservatives, much more critical, used all three ethics in their discourse. For example, one conservative man justified his condem­ nation of a story about an unusual form of masturbation: Its a sin because it distances ourselves from God. Its a pleasure that God did not design for us to enjoy because sexual pleasures, through, you know, a married heterosexual couple, were designed by God in order to reproduce.55 On issue after issue, liberals want to maximize autonomy by removing limits, barriers, and restrictions. The religious right, on the other hand, wants to structure personal, social, and political relationships in three dimensions and so create a landscape of purity and pollution where restrictions maintain the separation of the sacred and the profane. For the religious right, hell on earth is a flat land of unlimited freedom where selves roam around with no higher purpose than expressing and developing themselves. As a liberal, I value tolerance and openness to new ideas. I have done my best, in this chapter, to be tolerant toward those whose politics I oppose and to find merit in religious ideas I do not hold. But although I have be­ gun to see the richness that divinity adds to human experience, I do not entirely lament the “flattening” of life in the West over the last few hun­ dred years. An unfortunate tendency of three-dimensional societies is that they often include one or more groups that get pushed down on the third dimension and then treated badly, or worse. Look at the conditions of “un­ touchables”in India until recently, or at the plight of Jews in medieval Eu­ rope and in purity-obslessed Nazi Germany, or at the humiliation ofAfrican Americans in the segregated South. The American religious right now",442
Page 226,"Divinity With or Without God 211 seems to be trying to push homosexuals down in a similar way. Liberalism and the ethic of autonomy are great protectors against such injustices. I believe it is dangerous for the ethic of divinity to supersede the ethic of autonomy, in the governance of a diverse modem democracy. However, I also believe that life in a society that entirely ignored the ethic of divinity would be ugly and unsatisfying. Because the culture war is ideological, both sides use the myth of pure evil. To acknowledge that the other side might be right about anything is an act of treason. My research on the third dimension, however, has freed me Irom the myth and made it easyfor me to think treasonous thoughts. Here’s one: If the third dimension and perceptions of sacredness are an important part of human nature, then the scientific community should accept religios­ ity as a normal and healthy aspect of human nature—an aspect that is as deep, important, and interesting as sexuality or language (which we study intensely). Here’s another treasonous thought: If religious people are right in believing that religion is the source of their greatest happiness, then maybe the rest of us who are looking for happiness and meaning can learn something from them, whether or not we believe in God. That’s the topic of Ihe final chapter.",279
Page 228,"10 Happiness Comes from Between Who seesall heings in his own Self and his own Selfin all heings, loses all fear. . . . When a sage sees this great Unity and his Selfhas become all beings, what delusion and what sorrowcan everbenear him? — U p a n i s h 1 d s I was entirely happy. Perhaps wefeel like that when we die and becomea part ofsomethingentire, whether it issun and air, or goodness and knowledge. At any rate, that is happi­ ness: to bedissolvedinto something complete and great. — W i l lCaa t h 2 r P ro v erb , sa yin g,a n d w o r dof wisdom dignify events, so we often use them to mark important transitions in life. For the graduating class of 1981 n( Scarsdale High School, in Scarsdale, New York, choosing a quotation was a rite of passage, an opportunity to reflect on ones emerging identity and express some aspect of it. As I look through the yearbook from that i’lass, at the quotations underneath each photo, I see two main kinds. Many are tributes to love and friendship, appropriate for a time of parting from friends (“You never really leave the friends you love. Part of them you 213",282
Page 229,"214 T h e H a p p i n e H y p o t h e s i s take with you, leaving a part of you behind.” [An o n y m o ]).The other kind expresses optimism, sometimes mixed with trepidation, about the road ahead. Indeed, it is difficult to think about graduating from high school without using the metaphor that life is ajourney. For example, four students quoted the Cat Stevens song “On the Road to Find Out .”3Two quoted George Washington: “I am embarked on a wide ocean, boundless in its prospect and, in which, perhaps, no safe harbor is to be found .”4And one student quoted this line from Bruce Springsteen: “Well I got some beer and the highways free / and I got you, and baby youVe got me .”5 But nestled among these affirmations of lifes limitless possibilities is one with a darker tone: “Whosoever shall not fall by the sword or by famine, shall fall by pestilence so why bother shaving?” (W o od y A l l e).6Above those words is a photograph of me. I was only partly kidding. During the previous year, I had written a paper examining the play Waitingfor Godot, Samuel Becketts existentialist medita­ tion on the absurdity of life in aworld with no God, and it got me thinking. I was already an atheist, and by my senior year I had became obsessed with the question “What is the meaning of life?” I wrote my personal statement for college admissions on the meaninglessness of life. I spent the winter of my senior year in a kind of philosophical depression—not a clinical depres­ sion, just a pervasive sense that everything was pointless. In the grand scheme of things, I thought, it really didn’t matter whether I got into college, or whether the Earth was destroyed by an asteroid or by nuclear war. My despair was particularly strange because, for the first time since the age of four, my life was perfect. I had a wonderful girlfriend, great friends, and loving parents. I was captain of the track team, and, perhaps most im­ portant for a seventeen-year-old boy, I got to drive around in my fathers 1966 Thunderbird convertible. Yet I kept wondering why any of it mat­ tered. Like the author of Ecclesiastes, I thought that “all is vanity and a chasing after wind” (Ec c l e s ia s 1:1 ). I finally escaped when, after a week of thinking about suicide (in the ab­ stract, not as a plan), I turned the problem inside out. There is no God and no externally given meaning to life, I thought, so from one perspective it really wouldn’t matter if I killed myself tomorrow. Very well, then every-",587
Page 230,"Happiness Comesfrom Between 215 ihing beyond tomorrow is a gift with no strings and no expectations. There is no test to hand in at the end of life, so there is no way to fail. If this really is all there is, why not embrace it, rather than throw it away? I dont know whether this realization lifted my mood or whether an improving mood helped me to reframe the problem with hope; but my existential depres­ sion lifted and I enjoyed the last months of high school. My interest in the meaning of life continued, however, so in college I ma­ jored in philosophy, where I found few answers. Modern philosophers spe­ cialize in analyzing the meaning of words, but, aside from the existentialists (who caused the problem for me in the first place), they had little to say about the meaning of life. It was only after I entered graduate school in psy­ chology that I realized why modem philosophy seemed sterile: It lacked a deep understanding of human nature. The ancient philosophers were often good psychologists, as I have shown in this book, but when modern philoso­ phy began to devote itself to the study of logic and rationality, it gradually lost interest in psychology and lost touch with the passionate, contextualized na- Ilire of human life. It is impossible to analyze “the meaning of life”in the ab­ stract, or in general, or for some mythical and perfectly rational bein.7Only by knowing the kinds of beings that we actually are, with the complex mental and emotional architecture that we happen to possess, can anyone even be­ gin to ask about what would count as a meaningful life. (Philosophy has, to its credit, become more psychological and more passionate in recent years .)8 As I went on in psychology and in my own research on morality, I dis­ covered that psychology and related sciences have revealed so much about human nature that an answer is now possible. In fact, weve known most of the answer for a hundred years, and many of the remaining pieces have fallen into place over the last ten. This chapter is my version of psychol­ ogy's answer to the ultimate question. W h a t W a s t h e Q u e s t i o n? The question “What is the meaning of life”might be called the Holy Ques- tion, in analogy to the Holy Grail: Its pursuit is noble and everyone should",506
Page 231,"216 T h e H a p p i n e H y p o t h e s i s want to find an answer, yet few people expect that one can be found. That’s why books and movies that purport to tell us the answer to the Holy Ques­ tion often do so only in jest. In The Hitchhikers Guide to the Galaxy; a gi­ gantic computer built to answer the Holy Question spits out its solution after 7.5 million years of computation: “forty-two .”9In the closing scene of the movie Monty Pythons The Meaning of Life, the answer to the Holy Question is handed to the actor Michael Palin (in drag), who reads it aloud: “Try to be nice to people, avoid eating fat, read a good book every now and then, get some walking in, and try to live in harmony with people of all creeds and nations .”10These answers are funny precisely because they take theform of good answers, yet their content is empty or mundane. These par­ odies invite us to laugh at ourselves and ask: What was I expecting? What kind of answer could have satisfied me? One thing philosophy did teach me is how to analyze questions, how to clarify exactlywhat is being asked before giving an answer. The Holy Ques­ tion cries out for clarification. Whenever we ask “What is the meaning of X?”what kind of answer could possibly satisfy us? The most common kind of meaning is definitional. “What is the meaning of ananym’?”means “Define the word ananym’for me so that I can under­ stand it when I read it.” I go to a dictionary, 1look it up, and find that it means “a pseudonym cpnsisting of the real name written backwards.”Very well, what is the meaning of “life”? I go back to the dictionary and find that life has twenty-one meanings, including “the quality that distinguishes avital and functional being from a dead body or purely chemical matter” and “the period from birth to death.” Dead end. This is not at all the right kind of an­ swer. We are not asking about the word “life,”we’re asking about life itself. A second kind of meaning is about symbolism or substitution. If you dream about exploring a basement and finding a trap door to a subbase­ ment, you might ask, “What is the meaning of the subbasement?”The psy­ chologist Carl Jung had such a dream 12and concluded that the meaning of the subbasement—the thing it symbolized or stood for—was the collective unconscious, a deep set of ideas shared by all people. But this is another dead end. Life does not symbolize, stand for, or point to anything. It is life itself that we want to understand.",590
Page 232,"Happiness Comesfrom Between 217 A third way in which we ask about meaning is as a plea for help in mak­ ing sense of something, usually with reference to peoples intentions and beliefs. Suppose you walk into a movie half an hour late and have to leave haIFan hour before the end. Later that night you are talking with a friend who saw the whole film and you ask, “What did it mean when the guy with Ihe curly hair winked at that kid?”You are aware that the act had some sig­ nificance for the plot of the movie, and you suspect that you need to know certain facts to understand that act. Perhaps a prior relationship between Ihe two characters had been revealed in the opening scenes? To ask, “What was the meaning of the wink?” really means, “What do I need to know to understand that wink?” Now were making progress, for life is much like a movie we walk into well after its opening scene, and we will have to step out long before most of the story lines reach their conclusions. We are acutely aware that we need to know a great deal if we are to understand Ihe few confusing minutes that we do watch. Of course, we don’t know ex­ actlywhat it is that we don’t know, sowe can’t frame the question well. We ask, “What is the meaning of life?” not expecting a direct answer (such as ""forty-two”), but rather hoping for some enlightenment, something to give us an “aha!” experience in which, suddenly, things that we had not before understood or recognized as important begin to make sense (as they did for the square taken to the third dimension). Once the Holy Question has been re-framed to mean “Tell me some­ thing enlightening about life,”the answer must involve the kinds of revela­ tions that human beings find enlightening. There appear to be two specific sub-questions to which people want answers, and for which they find an­ swers enlightening. The first can be called the question of the purpose of life: “What is the purposefor which human beings were placed on Earth? Why are we here?”There are two major classes of answers to this question: I'lither you believe in a god/spirit/intelligence who had some idea, desire, or intention in creating the world or you believe in a purely material world in which it and you were not createdfor any reason; it all just happened as mutter and energy interacted according to the laws of nature (which, once life got started, included the principles of Darwinian evolution). Religion is often seen as an answer to the Holy Question because many religions offer",553
Page 233,"218 T h e H a p p i n e H y p o t h e s i s such clear answers to the sub-question of the purpose of life. Science and religion are often seen as antagonists, and, indeed, they battle over the teaching of evolution in the United States precisely because they offer conflicting answers. The second sub-question is the question of purpose within life: “How ought I to live? What should I do to have a good, happyr fulfilling, and meaningful life?” When people ask the Holy Question, one of the things they are hoping for is a set of principles orgoals that can guide their actions and give their choices meaning or value. (That is why the form of the an­ swer in the Monty Python movie is correct: “Try to be nice to people, avoid eating fat , . . ”). Aristotle asked about arete (excellence/virtue) and telos (purpose/goal), and he used the metaphor that people are like archers, who need a clear target at which to aim .13Without a target or goal, one is left with the animal default: Just let the elephant graze or roam where he pleases. And because elephants live in herds, one ends up doing what everyone else is doing. Yet the human mind has a rider, and as the rider be­ gins to think more abstractly in adolescence, there may come a time when he looks around, past the edges of the herd, and asks: Where are we all go­ ing?And why? This is what happened to me my senior year of high school. In my adolescent existentialism, I conflated the two sub-questions. Be­ cause I embraced the scientific answer to the question of the purpose of life, I thought it precluded finding purpose within life. It was an easy mis­ take to make because many religions teach that the two questions are in­ separable. If you believe that God created you as part of His plan, then you can figure out how you ought to live if you are going to play your part prop­ erly. The Purpose Driven Life14 is a forty-day course that teaches readers how to find purpose within life from the theological answer to the question of the purpose oflife. The two questions can, however, be separated. The first asks about life from the outside; it looks at people, the Earth, and the stars as objects— “Why do they all exist?”—and is properly addressed by theologians, physi­ cists, and biologists. The second question is about life from the inside, as a subject—“How can I find a sense of meaning and purpose?”—and is prop­ erly addressed by theologians, philosophers, and psychologists. The second question is really empirical—a question of fact that can be examined by",587
Page 234,"Happiness Comesfrom Between 21 9 scientific means. Why do some people live lives full of zest, commitment, find meaning, but others feel that their lives are empty and pointless? Far Ilie rest of this chapter I will ignore the purpose of life and search for the fiictors that give rise to a sense of purpose within life. L o v e a n d W o r k When a computer breaks, it doesn’t fix itself. You have to open it up and do something to it, or bring it to a specialist for repair. The computer metaphor h;is so pervaded our thought that we sometimes think about people as com­ puters, and about psychotherapy as the.repair shop or a kind of reprogram­ ming. But people are not computers, and they usually recover on their owti from almost anything that happens to them . 1I think a better metaphor is fhill people are like plants. During graduate school, I had a small garden ix\ front of my house in Philadelphia. I was not a very good gardener, and I Iraveled a lot in the summers, so sometimes my plants withered and nearly tiled. But the amazing thing I learned about plants is that as long as they are not completely dead, theywill spring back to full and glorious life if you just gel the conditions right. You can’t fix a plant; you can only give it the right conditions—water, sun, and soil—and then wait. It will do the rest. If people are like plants, what are the conditions we need to flourish? In the happiness formula from chapter 5, H(appiness) = S(etpoint) + Condi­ tions) +V(oluntary activities), what exactly is C? The biggest part of C, as I siiid in chapter6, is love. No man, woman, or child is an island. We are tillrasocial creatures, and we cant be happy without having friends and se~ cure attachments to other people. The second most important part of C is having and pursuing the right goals, in order to create states of flow and engagement. In the modern world, people can find goals and flow in many settings, but most people find most of their flow at work . 1(I define work hmadly to include anyone’s answer to the question “So, what do you do?’ ""Student”and “full-time parent”are both good answers). Love and work are, Im people, obvious analogues to water and sunshine for plants . 1When I i icl was asked what a normal person should be able to do well, he is re>- puled to have said, “Love and work .”1If therapy can help a person do thos^",570
Page 235,"2 2 0 T h e H a p p i n e H y p o t h e s i s two things well, it has succeeded. In Maslow’s famous hierarchy of needs, once people have satisfied their physical needs (such as food and safety), they move on to needs for love and then esteem, which is earned mostly through ones work. Even before Freud, Leo Tolstoy wrote: “One can live magnificently in this world, if one knows how to work and how to love, to work for the person one loves and to love one swork .”19Having earlier said everything I want to say about love, I will say no more here. But I must say much more about work. When Harry Harlow took his students to the zoo, they were surprised to find that apes and monkeys would solve problems just for the fun of it. Be­ haviorism had no way to explain such unreinforced behavior. In 1959, the Harvard psychologist Robert White 20 concluded, after surveying research in behaviorism and psychoanalysis, that both theories had missed what Harlow had noticed: the overwhelming evidence that people and many other mammals have a basic drive to make things happen. You can see it in the joy infants take with “busy boxes,” the activity centers that allow them to convert flailing arm movements into ringing bells and spinning wheels. You can see it in the toys to which older children gravitate. The ones I most intensely longed for as a boy were those that caused movement or action at a distance: remote-controlled cars, guns that shot plastic pellets, and rock­ ets or airplanes of any kind. And you can see it in the lethargy that often overtakes people who stop working, whether from retirement, being fired, or winning a lottery. Psychologists have referred to this basic need as a need for competence, industry, or mastery. White called it the “effectance motive,” which he defined as the need or drive to develop competence through interacting with and controlling ones environment. Effectance is almost as basic a need as food and water, yet it is not a deficit need, like hunger, that is satisfied and then disappears for a few hours. Rather, White said, effectance is a constant presence in our lives: Dealing with the environment means carrying on a continuing transac­ tion which gradually changes ones relation to the environment. Because there is no consummatory climax, satisfaction has to be seen as lying in a considerable series of transactions, in a trend of behavior rather than a goal that is achieve.21",533
